,Folder,,,File,,Species 1,Species 2+,Note
DOC_001_Tier1,DOC_001_Tier1,train_audio,eurbla,BF116_BIRD_131109_081439_011.flac,,silvereye,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,weka1,BF117_BIRP_181004_035742_001.flac,,weka,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,BF121_BIRP_151105_032743_001.flac,,Morepork,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,silver3,BF127_BIRX_111014_082906_006.flac,,silvereye,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,nezbel1,BF30AC43-8DCF-4608-A09D-016D65CF178E_117.flac,,Tui/bellbird,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,nezbel1,BF5BFB9E-D8CE-453E-B87C-D219EABC5013_237.flac,,Tui/bellbird,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,morepo2,BF714176-187F-4752-926A-D97DAD255EC5_217.flac,,Morepork,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,tomtit1,BFC2CD1A-80F7-420F-BBE5-8A50BA28B97A_147.flac,,Fantail,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,eurbla,BFE1A807-9EEB-43A2-B4DC-8BFF7A59BBA1_56.flac,,Grey warbler,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,BG102_BIRX_150312_205943_001.flac,,Morepork,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,lotkoe1,BG103_BIRM_181217_041230_000.flac,,Long-tailed cuckoo,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,lotkoe1,BG104_BIRM_171101_041230_002.flac,,Long-tailed cuckoo,Weta,
DOC_001_Tier1,DOC_001_Tier1,train_audio,lotkoe1,BG118_BIRD_171120_024257_000.flac,,Long-tailed cuckoo,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,eurbla,BG125_BIRX_111014_075915_013.flac,,blackbird,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,eurbla,BG125_BIRX_111014_075915_018.flac,,blackbird,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,BG97_BIRP_181216_041230_002.flac,,,,Poor quality
DOC_001_Tier1,DOC_001_Tier1,train_audio,grskiw1,BG99_BIRX_20191215_041505_000.flac,,Morepork,Tui/bellbird,
DOC_001_Tier1,DOC_001_Tier1,train_audio,nezbel1,BH105_BIRD_131125_102857_047.flac,,Tui/bellbird,Tomtit,
DOC_001_Tier1,DOC_001_Tier1,train_audio,nezbel1,BH105_BIRM_131125_111344_015.flac,,Tui/bellbird,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,nezrob3,BH105_BIRP_131125_085925_005.flac,,?,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,comcha,BH107_BIRA_131123_085925_048.flac,,Chaffinch,Tomtit,
DOC_001_Tier1,DOC_001_Tier1,train_audio,nezrob3,BH108_BIRX_131105_085925_017.flac,,Robin,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,BH114_BIRX_141010_205943_001.flac,,Morepork,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,lotkoe1,BH116_BIRX_20191124_004504_000.flac,,,,"Poor quality, rain"
DOC_001_Tier1,DOC_001_Tier1,train_audio,nezbel1,BH122_BIRA_140227_092916_021.flac,,Tui/bellbird,Silvereye,
DOC_001_Tier1,DOC_001_Tier1,train_audio,comcha,BH97_BIRA_131210_111344_035.flac,,Chaffinch,Tui/bellbird,
DOC_001_Tier1,DOC_001_Tier1,train_audio,comcha,BH97_BIRA_131210_111344_041.flac,,Chaffinch,?tomtit,
DOC_001_Tier1,DOC_001_Tier1,train_audio,nezbel1,BH97_BIRD_131210_085925_015.flac,,,,Poor quality
DOC_001_Tier1,DOC_001_Tier1,train_audio,nezkak1,BH97_BIRP_181208_045716_002.flac,,Kaka,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,grskiw1,BH98_BIRX_181217_225906_003.flac,,kiwi,morepork,
DOC_001_Tier1,DOC_001_Tier1,train_audio,tomtit1,BI100_BIRX_131216_095907_034.flac,,Grey warbler,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,weka1,BI101_BIRA_20211118_224506_000.flac,,Morepork,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,nezbel1,BI109_BIRA_131123_085926_076.flac,,Tui/bellbird,Tomtit,
DOC_001_Tier1,DOC_001_Tier1,train_audio,eurbla,BI109_BIRM_131123_085925_012.flac,,blackbird,chaffinch,
DOC_001_Tier1,DOC_001_Tier1,train_audio,comcha,BI109_BIRX_131123_084430_047.flac,,Chaffinch,blackbird,
DOC_001_Tier1,DOC_001_Tier1,train_audio,tomtit1,BI110_BIRP_131021_091420_055.flac,,Robin,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,kea1,BI119_BIRA_161105_052707_000.flac,,Kea,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,comred,BI128_BIRA_131206_085925_040.flac,,?LOTS!,chaffinch,
DOC_001_Tier1,DOC_001_Tier1,train_audio,tomtit1,BI97_BIRA_131210_085925_027.flac,,Tomtit,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,nezkak1,BI97_BIRD_20181209_220004_000.flac,,Kaka,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,grskiw1,BI98_BIRA_150128_035734_001.flac,,kiwi,kaka,
DOC_001_Tier1,DOC_001_Tier1,train_audio,nezfan1,BJ101_BIRP_131212_085925_007.flac,,,,"Poor quality, rain"
DOC_001_Tier1,DOC_001_Tier1,train_audio,eurbla,BJ101_BIRP_131212_085925_050.flac,,Tui/bellbird,?,
DOC_001_Tier1,DOC_001_Tier1,train_audio,eurbla,BJ101_BIRP_131212_085925_055.flac,,,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,eurbla,BJ107_BIRA_131125_104352_041.flac,,Tui/bellbird,"blackbird, chaffinch",
DOC_001_Tier1,DOC_001_Tier1,train_audio,comcha,BJ107_BIRX_131125_111343_043.flac,,Chaffinch,blackbird,
DOC_001_Tier1,DOC_001_Tier1,train_audio,tomtit1,BJ108_BIRD_111118_085859_079.flac,,Tomtit,chaffinch,
DOC_001_Tier1,DOC_001_Tier1,train_audio,lotkoe1,BJ109_BIRD_20191210_040008_000.flac,,Long-tailed cuckoo,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,riflem1,BJ115_BIRD_131214_085925_004.flac,,Chaffinch,Unknown high-pitched call,
DOC_001_Tier1,DOC_001_Tier1,train_audio,nezbel1,BJ121_BIRM_131214_085925_030.flac,,Tui/bellbird,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,comcha,BJ121_BIRM_131214_101402_010.flac,,Chaffinch,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,BJ93_BIRX_141124_044220_001.flac,,Morepork,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,riflem1,BJ94_BIRA_131210_085925_017.flac,,Tomtit,rifleman,
DOC_001_Tier1,DOC_001_Tier1,train_audio,riflem1,BJ99_BIRX_120125_081439_029.flac,,Rifleman,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,nezbel1,BJ99_BIRX_120125_081439_039.flac,,Unknown high-pitched call,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,tui1,BK100_BIRD_111106_085857_018.flac,,Tui/bellbird,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,tui1,BK100_BIRD_111106_085857_020.flac,,Tui/bellbird,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,eurbla,BK100_BIRD_111107_085857_025.flac,,Rifleman,"Fantail, grey warbler, chaffinch",
DOC_001_Tier1,DOC_001_Tier1,train_audio,silver3,BK100_BIRM_111107_085857_048.flac,,Chaffinch,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,nezrob3,BK100_BIRX_111107_085857_000.flac,,Tui/bellbird,?,
DOC_001_Tier1,DOC_001_Tier1,train_audio,kea1,BK102_BIRX_210112_041230_000.flac,,Long-tailed cuckoo,?,
DOC_001_Tier1,DOC_001_Tier1,train_audio,nezkak1,BK106_BIRA_111129_205943_040.flac,,Kaka,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,nezrob3,BK106_BIRA_111201_085925_018.flac,,Robin,Unknown high-pitched call,
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,BK106_BIRD_111129_215925_022.flac,,Morepork,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,BK106_BIRD_111129_215925_048.flac,,Morepork,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,BK106_BIRD_111130_025753_006.flac,,Morepork,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,eurbla,BK106_BIRD_111130_085925_032.flac,,blackbird,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,gryger1,BK106_BIRD_111130_085925_052.flac,,blackbird,Grey warbler,
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,BK106_BIRP_111129_235848_030.flac,,Morepork,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,BK106_BIRX_111129_235848_038.flac,,Morepork,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,riflem1,BK106_BIRX_111130_084429_005.flac,,Grey warbler,blackbird,
DOC_001_Tier1,DOC_001_Tier1,train_audio,eurbla,BK106_BIRX_111130_084429_015.flac,,Grey warbler,blackbird,
DOC_001_Tier1,DOC_001_Tier1,train_audio,nezrob3,BK112_BIRA_111208_045716_022.flac,,Robin,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,tui1,BK112_BIRD_111208_045716_068.flac,,Tui/bellbird,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,riflem1,BK112_BIRD_111209_085925_000.flac,,Tomtit,Unknown high-pitched call,
DOC_001_Tier1,DOC_001_Tier1,train_audio,tui1,BK112_BIRM_111208_045716_023.flac,,,,Poor quality
DOC_001_Tier1,DOC_001_Tier1,train_audio,nezkak1,BK112_BIRX_20210114_041508_000.flac,,Shining Cuckoo,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,tomtit1,BK113_BIRM_140129_094411_027.flac,,Tomtit,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,nezbel1,BK113_BIRX_140129_085925_033.flac,,silvereye,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,BK117_BIRX_150202_045716_000.flac,,Morepork,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,BK126_BIRM_141102_011325_000.flac,,Morepork,?song thrush,
DOC_001_Tier1,DOC_001_Tier1,train_audio,tomtit1,BK92_BIRA_111110_085857_045.flac,,Tomtit,Tui/bellbird,
DOC_001_Tier1,DOC_001_Tier1,train_audio,tomtit1,BK92_BIRM_111111_085857_009.flac,,Tomtit,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,riflem1,BK98_BIRA_131020_094411_014.flac,,Rifleman,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,comcha,BK98_BIRA_131020_094411_037.flac,,Chaffinch,Unknown high-pitched call,
DOC_001_Tier1,DOC_001_Tier1,train_audio,comcha,BK98_BIRM_131020_085925_015.flac,,?,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,tui1,BL104_BIRP_111020_235802_000.flac,,,,Poor quality
DOC_001_Tier1,DOC_001_Tier1,train_audio,eurbla,BL104_BIRX_111020_195916_030.flac,,,,Poor quality
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,BL107_BIRA_141020_045715_002.flac,,Morepork,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,tomtit1,BL108_BIRX_131029_085925_092.flac,,Robin,Tui/bellbird,
DOC_001_Tier1,DOC_001_Tier1,train_audio,nezkak1,BL109_BIRA_20201017_200003_000.flac,,Kaka,?,
DOC_001_Tier1,DOC_001_Tier1,train_audio,nezkak1,BL109_BIRM_151015_025752_000.flac,,,,"Poor quality, rain"
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,BL109_BIRP_111005_224325_044.flac,,Morepork,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,silver3,BL109_BIRX_111006_082906_036.flac,,Chaffinch,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,BL94_BIRX_151102_011325_000.flac,,Morepork,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,silver3,BM105_BIRD_131018_085925_040.flac,,Tui/bellbird,Silvereye,
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,BM105_BIRX_131017_205943_000.flac,,Morepork,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,BM6_BIRP_151017_015811_000.flac,,Morepork,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,tui1,BN107_BIRD_111116_232812_014.flac,,,,Poor quality
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,BN107_BIRM_20210109_231504_000.flac,,Morepork,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,nezkak1,BN107_BIRP_111116_202907_004.flac,,Morepork,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,riflem1,BN117_BIRM_120111_111343_003.flac,,Tui/bellbird,Unknown high-pitched call,
DOC_001_Tier1,DOC_001_Tier1,train_audio,tomtit1,BN117_BIRM_120112_085925_063.flac,,Grey warbler,?tomtit,
DOC_001_Tier1,DOC_001_Tier1,train_audio,lotkoe1,BO105_BIRD_20201215_030004_000.flac,,Long-tailed cuckoo,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,silver3,BP95_BIRP_131017_085925_021.flac,,?,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,BQ105_BIRA_141121_044220_000.flac,,Morepork,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,nezfan1,BQ110_BIRA_150109_211439_002.flac,,Fantail,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,eurgre1,BQ114_BIRM_140214_075943_009.flac,,Greenfinch,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,comcha,BQ116_BIRA_140128_095906_005.flac,,Chaffinch,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,silver3,BR112_BIRP_140201_092942_020.flac,,silvereye,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,dunnoc1,BR112_BIRX_140201_074448_018.flac,,?,,
DOC_003_XenoCanto,DOC_003_XenoCanto,train_audio,broqua1,broqua1_733565_2.flac,,,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,BS103_BIRA_111021_005743_058.flac,,Morepork,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,nezbel1,BS103_BIRA_111021_055952_102.flac,,Tui/bellbird,?,
DOC_001_Tier1,DOC_001_Tier1,train_audio,silver3,BS103_BIRD_111021_055952_144.flac,,silvereye,Tui/bellbird,
DOC_001_Tier1,DOC_001_Tier1,train_audio,nezrob3,BS103_BIRP_111022_085857_004.flac,,Robin,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,gryger1,BS103_BIRP_111022_085857_016.flac,,?,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,BS103_BIRX_151014_205943_000.flac,,Morepork,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,lotkoe1,BS104_BIRA_181117_042725_000.flac,,Long-tailed cuckoo,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,BS105_BIRX_151016_215925_000.flac,,Morepork,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,nezbel1,BU100A_BIRA_131006_085925_016.flac,,,,Poor quality
DOC_001_Tier1,DOC_001_Tier1,train_audio,nezbel1,BU100A_BIRA_131006_085925_017.flac,,,,Poor quality
DOC_001_Tier1,DOC_001_Tier1,train_audio,silver3,BU101_BIRA_131006_090017_057.flac,,?,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,nezbel1,BU101_BIRA_131006_102950_070.flac,,,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,nezfan1,BU101_BIRP_131006_085925_023.flac,,Fantail,Song thrush,
DOC_001_Tier1,DOC_001_Tier1,train_audio,sackin1,BU101_BIRP_131006_112839_010.flac,,?song thrush,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,sonthr1,BU101_BIRX_131006_085925_013.flac,,?song thrush,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,silver3,BU101_BIRX_131006_085925_044.flac,,?,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,BU103_BIRX_20191103_051507_002.flac,,Morepork,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,gryger1,BU108_BIRA_131017_085925_025.flac,,Grey warbler,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,gryger1,BU108_BIRA_131017_085925_032.flac,,Grey warbler,Unknown high-pitched call,
DOC_001_Tier1,DOC_001_Tier1,train_audio,eurbla,BU115_BIRA_140117_085925_023.flac,,,,Poor quality
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,BV16_BIRA_161031_025753_000.flac,,Morepork,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,BV16_BIRA_161031_035734_000.flac,,Morepork,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,tui1,BV22_BIRD_131115_051212_000.flac,,Tui/bellbird,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,BV98_BIRX_20211122_214504_001.flac,,Morepork,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,silver3,BW22_BIRA_131117_102857_040.flac,,,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,tomtit1,BW22_BIRP_131117_085924_045.flac,,Unknown high-pitched call,Tui/bellbird,
DOC_001_Tier1,DOC_001_Tier1,train_audio,eurbla,BX114_BIRD_111124_204402_061.flac,,,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,BY24_BIRM_141213_054203_000.flac,,silvereye,morepork,
DOC_001_Tier1,DOC_001_Tier1,train_audio,comcha,BY98_BIRX_131006_075943_002.flac,,Chaffinch,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,eurbla,C0AF029D-D04F-4A43-BC54-52CDCBB15926_249.flac,,,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,tui1,C13C362C-6EB0-448A-8DF8-0D9DD503C940_91.flac,,Chaffinch,Tui/bellbird,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,nezbel1,C155B6B1-1851-4D83-8B24-F4F41B1CD287_237.flac,,Tui/bellbird,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,nezbel1,C16508E0-8966-4C70-B564-0421DAE81507_297.flac,,silvereye,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,tomtit1,C25FFA06-09DD-4661-8A12-42AF54A1B7D7_207.flac,,Tui/bellbird,Unknown high-pitched call,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,silver3,C2E515AF-8C2B-45B2-A93B-AFAB7985A8F7_207.flac,,Tui/bellbird,Unknown high-pitched call,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,comcha,C5D51FAB-36E7-4C52-9E2A-0DAB8BF15452_193.flac,,,,Poor quality
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,nezbel1,C607091C-0499-4A43-A06D-D6F76E332D31_267.flac,,Tui/bellbird,Unknown high-pitched call,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,eurbla,C60BBE6B-97A2-451E-8B73-04C9C286AFEA_70.flac,,,,Very short
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,silver3,C68E5790-8FB5-4700-B76A-0FEBD9C157E3_177.flac,,Tui/bellbird,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,nezbel1,C76FE335-5392-471E-8CF8-DEA758258523_147.flac,,Tui/bellbird,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,lotkoe1,C7999440-E2AC-4C83-A258-1EFA7E5C9D9C_0.flac,,Long-tailed cuckoo,Tui/bellbird,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,tomtit1,C8990A58-B261-4542-833E-BD0F7127F7B9_258.flac,,blackbird,Silvereye,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,tomtit1,C923CFA2-BD68-434C-B782-1659B71B55D9_27.flac,,Tomtit,Unknown high-pitched call,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,nezkak1,CACDBFD4-646A-4A2F-9F36-B0B818AA9C92_288.flac,,Kaka,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,nezfan1,CAE74B06-0E18-4FFB-90C0-87E6BEDFD51C_2.flac,,,,Poor quality
DOC_001_Tier1,DOC_001_Tier1,train_audio,comcha,CB99_BIRM_131017_085933_020.flac,,Chaffinch,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,nezfan1,CC149E83-A154-4524-BE41-0DC6EFE330CA_0.flac,,Unknown high-pitched call,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,nezbel1,CC4EB44D-03D4-4D74-A092-DEB4BB86B68B_237.flac,,Kea,Tui/bellbird,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,tomtit1,CD25EAB8-3F1F-46A1-8F5B-1E24E55D7CFC_27.flac,,Unknown high-pitched call,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,weta,CDE84122-1EF1-42AE-AACA-1672839A9490_203.flac,,weta,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,comcha,CEBA916B-E860-40D2-831A-D9A472409657_5.flac,,?,Weta,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,nezkak1,CECF915E-65AC-4EC2-B9B4-00D71DC65EFC_116.flac,,?blackbird,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,nezbel1,CECF915E-65AC-4EC2-B9B4-00D71DC65EFC_297.flac,,Tui/bellbird,Unknown high-pitched call,
DOC_001_Tier1,DOC_001_Tier1,train_audio,shbcuc1,CF20_BIRA_141211_204448_002.flac,,Korora,"morepork, weta",
DOC_001_Tier1,DOC_001_Tier1,train_audio,comcha,CF70_BIRA_131124_082934_032.flac,,Tomtit,chaffinch,
DOC_001_Tier1,DOC_001_Tier1,train_audio,tomtit1,CF70_BIRA_131124_082934_057.flac,,?,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,dunnoc1,CG25_BIRA_131121_124316_018.flac,,blackbird,chaffinch,
DOC_001_Tier1,DOC_001_Tier1,train_audio,eurbla,CG25_BIRP_131121_085925_012.flac,,blackbird,dog,
DOC_001_Tier1,DOC_001_Tier1,train_audio,comcha,CG25_BIRP_131121_085925_043.flac,,?,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,CG68_BIRA_151214_034239_001.flac,,Morepork,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,nibkiw1,CG68_BIRM_20210110_020003_000.flac,,kiwi,morepork,
DOC_001_Tier1,DOC_001_Tier1,train_audio,comcha,CH69_BIRM_131121_085925_076.flac,,Chaffinch,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,CH76_BIRA_161212_014316_000.flac,,Morepork,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,lotkoe1,CH76_BIRD_20211109_001504_000.flac,,Morepork,Long tailed cuckoo,
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,CH76_BIRM_20211109_031504_001.flac,,Morepork,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,CI61_BIRA_120209_022803_003.flac,,Morepork,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,nezbel1,CI61_BIRA_120209_070001_053.flac,,?,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,silver3,CI61_BIRX_120209_095906_017.flac,,,Unknown high-pitched call,
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,CI67_BIRD_20181029_020003_001.flac,,Morepork,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,CI67_BIRP_20181028_220004_002.flac,,Morepork,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,tomtit1,CI67_BIRX_131214_094411_068.flac,,Tomtit,Grey warbler,
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,CI76_BIRD_20191108_021505_001.flac,,Morepork,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,eurbla,CJ60_BIRA_131216_085925_013.flac,,blackbird,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,tui1,CJ60_BIRD_131216_122820_012.flac,,Tui/bellbird,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,CJ66_BIRA_161121_022802_000.flac,,Morepork,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,nezrob2,CJ71_BIRA_131219_105848_023.flac,,Grey warbler,Robin,
DOC_001_Tier1,DOC_001_Tier1,train_audio,gryger1,CJ71_BIRA_131219_105848_037.flac,,Grey warbler,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,comcha,CJ71_BIRA_131219_105848_053.flac,,Grey warbler,chaffinch,
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,CJ74_BIRD_171210_214429_002.flac,,Morepork,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,nezbel1,CJ95_BIRD_131103_085925_017.flac,,Tui/bellbird,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,liskiw1,CJ95_BIRD_20181004_030003_004.flac,,Morepork,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,nezfan1,CK60_BIRP_141104_200001_002.flac,,Fantail,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,CK75_BIRP_20211109_021504_000.flac,,Morepork,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,CL100_BIRD_161030_225906_000.flac,,Morepork,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,purswa6,CL102_BIRX_20210116_040004_000.flac,,Pukeko,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,CL55_BIRD_151101_205943_001.flac,,Morepork,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,tui1,CL72_BIRA_111123_042725_048.flac,,Tui/bellbird,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,gryger1,CL72_BIRA_111123_085926_015.flac,,Tomtit,Grey warbler,
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,CL72_BIRM_111123_042819_017.flac,,,,Poor quality
DOC_001_Tier1,DOC_001_Tier1,train_audio,nezrob2,CL72_BIRP_111122_092916_005.flac,,Tomtit,"Tui/bellbird, robin",
DOC_001_Tier1,DOC_001_Tier1,train_audio,nezbel1,CL72_BIRP_111123_042725_036.flac,,Tui/bellbird,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,nezbel1,CL72_BIRP_111123_042725_043.flac,,Tui/bellbird,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,gryger1,CL72_BIRX_111122_085925_004.flac,,?,Tui/bellbird,
DOC_001_Tier1,DOC_001_Tier1,train_audio,nibkiw1,CL73_BIRD_170330_235848_001.flac,,kiwi,morepork,
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,CL74_BIRM_140115_015811_001.flac,,Morepork,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,CL78_BIRP_20191104_050003_001.flac,,Morepork,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,CM104D_BIRD_141020_035735_002.flac,,Morepork,,
